,word,tag
4933,Whitney,n----s
4934,Michelle,n----s
4935,Frazier,n----s
4936, tuttugu og fimm,ta
4937,skástrik,pa
4938, nítján,ta
4939,fráköst,nhfn
4940,",",pk
4941,Ingunn,nven-s
4942,Embla,nven-s
4943,Kristínardóttir,nven-s
4944, níu <sil> ellefu,ta
4945,fráköst,nhfn
4946,",",pk
4947,Petrúnella,nven-s
4948,Skúladóttir,nven-s
4949, sjö,ta
4950,",",pk
4951,Ingibjörg,nven-s
4952,Jakobsdóttir,nven-s
4953, sex,ta
4954,",",pk
4955,Íris,nven-s
4956,Sverrisdóttir,nven-s
4957, fjögur,ta
4958,",",pk
4959,Jeanne,n----s
4960,Lois,n----s
4961,Figeroa,n----s
4962,Sicat,n----s
4963, fjögur,ta
4964,",",pk
4965,Sigrún,nven-s
4966,Sjöfn,nven-s
4967,Ámundadóttir,nven-s
4968, tvö,ta
4969,",",pk
4970,Ólöf,nven-s
4971,Rún,nven-s
4972,Óladóttir,nven-s
4973,núll,ta
4974,",",pk
4975,Viktoría,nven-s
4976,Líf,nven-s
4977,Steinþórsdóttir,nven-s
4978,núll,ta
4979,",",pk
4980,Björg,nven-s
4981,Guðrún,nven-s
4982,Einarsdóttir,nven-s
4983,núll,ta
4984,",",pk
4985,Hrund,nven-s
4986,Skúladóttir,nven-s
4987,núll,ta
4988,",",pk
4989,Elsa,nven-s
4990,Katrín,nven-s
4991,Eiríksdóttir,nven-s
4992,núll,ta
4993,.,pl
4994,Valur,nken-s
4995, tvö,ta
4996,,m
4997, eitt,ta
4998,Fjörið,nheng
4999,hélt,sfg3eþ
5000,áfram,aa
5001,í,af
5002,síðari,lkeþvm
5003,hálfleik,nkeþ
5004,og,c
5005,gestirnir,nkfng
5006,náðu,sfg3fþ
5007,að,cn
5008,klóra,sng
5009,í,af
5010,bakkann,nkeog
5011,eftir,af
5012,tæplega,aa
5013,klukkutíma,nkee
5014,leik,nkeo
5015,með,af
5016,marki,nheþ
5017,en,c
5018,Sigurbergur,nken-s
5019,Elísson,nken-s
5020,sá,sfg3eþ
5021,um,af
5022,að,cn
5023,setja,sng
5024,leikinn,nkeog
5025,á,af
5026,ís,nkeo
5027,rúmri,lveþsf
5028,mínútu,nveþ
5029,eftir,af
5030,að,c
5031,gestirnir,nkfng
5032,skoruðu,sfg3fþ
5033,og,c
5034,staðan,nveng
5035, fjögur,ta
5036,,m
5037, tvö,ta
5038,fyrir,af
5039,Keflvíkinga,nkfo-s
5040,.,pl
5041,Njarðvík,nven-s
5042,:,pa
5043,Nikitta,n----s
5044,Gartrell,n----s
5045, sautján,ta
5046,skástrik,pa
5047, átján,ta
5048,fráköst,nhfn
5049,",",pk
5050,Ásdís,nven-s
5051,Vala,nven-s
5052,Freysdóttir,nven-s
5053, tíu <sil> átta,ta
5054,fráköst,nhfn
5055,",",pk
5056,Heiða,nven-s
5057,B,ks
5058,Valdimarsdóttir,nven-s
5059, sjö,ta
5060,",",pk
5061,Sara,nven-s
5062,Dögg,nven-s
5063,Margeirsdóttir,nven-s
5064, sjö,ta
5065,",",pk
5066,Erna,nven-s
5067,Hákonardóttir,nven-s
5068, fimm,ta
5069,",",pk
5070,Aníta,nven-s
5071,Carter,nven-s
5072,Kristmundsdóttir,nven-s
5073, fimm,ta
5074,",",pk
5075,Guðlaug,nven-s
5076,Björt,nven-s
5077,Júlíusdóttir,nven-s
5078, fjögur,ta
5079,",",pk
5080,Dísa,nven-s
5081,Edwards,n----s
5082, þrjú <sil> fjögur,ta
5083,fráköst,nhfo
5084,",",pk
5085,Salbjörg,nven-s
5086,Sævarsdóttir,nven-s
5087,núll,ta
5088,",",pk
5089,Guðbjörg,nven-s
5090,Ósk,nven-s
5091,Einarsdóttir,nven-s
5092,núll,ta
5093,",",pk
5094,Emelía,nven-s
5095,Ósk,nven-s
5096,Grétarsdóttir,nven-s
5097,núll,ta
5098,",",pk
5099,Andrea,nven-s
5100,Björt,nven-s
5101,Ólafsdóttir,nven-s
5102,núll,ta
5103,.,pl
5104,Það,fphen
5105,varð,sfg3eþ
5106,Heklumönnum,nkfþ-s
5107,endanlega,aa
5108,að,af
5109,falli,nheþ
5110,og,c
5111,unnu,sfg3fþ
5112,Reynismenn,nkfn-s
5113,eins,aa
5114,og,c
5115,áður,aa
5116,segir,sfg3en
5117,hundrað og fimm,ta
5118,,m
5119, fjörutíu og tvö,ta
5120,",",pk
5121,yfir,aa
5122, sextíu,ta
5123,stiga,nhfe
5124,sigur,nken
5125,og,c
5126,gerist,sfm3en
5127,það,fphen
5128,ekki,aa
5129,oft,aa
5130,í,af
5131,íslenskum,lkeþsf
5132,körfubolta,nkeþ
5133,.,pl
5134,Grindavík,nven-s
5135,hafði,sfg3eþ
5136,því,aa
5137,á,af
5138,endanum,nkeþg
5139, tíu,ta
5140,stiga,nhfe
5141,sigur,nkeo
5142,",",pk
5143, sjötíu og þrjú,ta
5144,,m
5145, áttatíu og þrjú,ta
5146,.,pl
5147,Marquis,n----s
5148,Hall,n----s
5149, tólf <sil> þrjú,ta
5150,fráköst,nhfn
5151,skástrik,pa
5152, fjórar,ta
5153,stoð,nven
5154,.,pl
5155,Aftur,aa
5156,var,sfg3eþ
5157,jafnt,lhensf
5158, níutíu og eitt,ta
5159,,m
5160, níutíu og eitt,ta
5161,eftir,af
5162,framlengingu,nveo
5163,",",pk
5164,en,c
5165,Grindvíkingar,nkfn-s
5166,reyndust,sfm3fþ
5167,svo,aa
5168,sterkari,lkfnvm
5169,í,af
5170,seinni,lveþvm
5171,framlengingunni,nveþg
5172,.,pl
5173,Leikhlutinn,nkeng
5174,endaði,sfg3eþ
5175,svo,aa
5176,þegar,c
5177,Gunnar,nken-s
5178,Einarsson,nken-s
5179,reyndi,sfg3eþ
5180,flautukörfu,nveo
5181,en,c
5182,boltinn,nkeng
5183,rataði,sfg3eþ
5184,ekki,aa
5185,ofan,aa
5186,í,af
5187,körfuna,nveog
5188,og,c
5189,staðan,nveng
5190,eftir,af
5191,fyrsta,lkeove
5192,leikhluta,nkeo
5193, tuttugu og átta,ta
5194,,m
5195, þrjátíu og fjögur,ta
5196,",",pk
5197,K R,n----s
5198,í,af
5199,vil,nheo
5200,.,pl
5201,Samúel,nken-s
5202,skoraði,sfg3eþ
5203,annað,foheo
5204,marka,nhfe
5205,liðsins,nheeg
5206,í,af
5207,dag,nkeo
5208,þar,aa
5209,sem,c
5210,liðið,nheng
5211,tapaði,sfg3eþ
5212, tvö,ta
5213,,m
5214, fjögur,ta
5215,fyrir,af
5216,Liverpool,n----s
5217,.,pl
5218,Keflvíkingar,nkfn-s
5219,og,c
5220,Fjölnismenn,nkfn-s
5221,skildu,sfg3fþ
5222,jöfn,lhfosf
5223, eitt,ta
5224,,m
5225, eitt,ta
5226,á,af
5227,Nettóvellinum,nkeþgs
5228,í,af
5229,Pepsi-deild,nveþ-s
5230,karla,nkfe
5231,í,af
5232,fótbolta,nkeþ
5233,í,af
5234,kvöld,nheo
5235,.,pl
5236,Jón,nken-s
5237,Arnór,nken-s
5238,Stefánsson,nken-s
5239,minnkaði,sfg3eþ
5240,muninn,nkeog
5241,í,af
5242, fimmtíu,ta
5243,,m
5244, fjörutíu og sjö,ta
5245,með,af
5246, þriggja,ta
5247,stiga,nhfe
5248,körfu,nveþ
5249,en,c
5250,heimamenn,nkfn
5251,voru,sfg3fþ
5252,staðráðnir,lkfnsf
5253,í,af
5254,því,fpheþ
5255,að,cn
5256,láta,sng
5257,K R,n----s
5258,ekki,aa
5259,hafa,sng
5260,stjórnartaumana,nkfog
5261,svo,aa
5262,strax,aa
5263,í,af
5264,næstu,lveþve
5265,sókn,nveþ
5266,svaraði,sfg3eþ
5267,Helgi,nken-s
5268,Jónas,nken-s
5269,Guðfinnsson,nken-s
5270,í,af
5271,sömu,fbveþ
5272,mynt,nveþ
5273,.,pl
5274,Grindavík,nveþ-s
5275,:,pa
5276,Aaron,n----s
5277,Broussard,n----s
5278, þrjátíu og sex,ta
5279,skástrik,pa
5280, átta,ta
5281,fráköst,nhfn
5282,",",pk
5283,Samuel,n----s
5284,Zeglinski,n----s
5285, tuttugu <sil> átta,ta
5286,fráköst,nhfn
5287,skástrik,pa
5288, fimm,ta
5289,stoðsendingar,nvfn
5290,",",pk
5291,Sigurður,nken-s
5292,Gunnar,nken-s
5293,Þorsteinsson,nken-s
5294, fimmtán <sil> níu,ta
5295,fráköst,nhfn
5296,",",pk
5297,Ólafur,nken-s
5298,Ólafsson,nken-s
5299, tíu <sil> fjögur,ta
5300,fráköst,nhfo
5301,",",pk
5302,Þorleifur,nken-s
5303,Ólafsson,nken-s
5304, sex <sil> fjögur,ta
5305,fráköst,nhfo
5306,",",pk
5307,Jóhann,nken-s
5308,Árni,nken-s
5309,Ólafsson,nken-s
5310, sex <sil> fjögur,ta
5311,fráköst,nhfo
5312,skástrik,pa
5313, fimm,ta
5314,stoðsendingar,nvfo
5315,",",pk
5316,Björn,nken-s
5317,Steinar,nken-s
5318,Brynjólfsson,nken-s
5319, þrjú,ta
5320,",",pk
5321,Ryan,n----s
5322,Pettinella,n----s
5323, tvö,ta
5324,.,pl
5325,K R,n----s
5326,leiddi,sfg3eþ
5327, fjögur,ta
5328,,m
5329, tvö,ta
5330,eftir,af
5331, þriggja,ta
5332,mínútna,nvfe
5333,leik,nkeo
5334,",",pk
5335,liðin,sþghfn
5336,voru,sfg3fþ
5337,með,af
5338,varnaryfirlýsingar,nvfo
5339,í,af
5340,byrjun,nveþ
5341,og,c
5342,þegar,c
5343,það,fphen
5344,er,sfg3en
5345,uppi,aa
5346,á,af
5347,teningnum,nkeþg
5348,er,sfg3en
5349,oft,aa
5350,ekki,aa
5351,lengi,aa
5352,að,cn
5353,bíða,sng
5354,þess,fphee
5355,að,c
5356,losni,svg3en
5357,um,af
5358,hömlurnar,nvfog
5359,og,c
5360,fjörið,nheng
5361,geti,svg3en
5362,hafist,sþmhen
5363,.,pl
5364,Lokatölur,nvfn
5365, sextíu og átta,ta
5366,,m
5367, sjötíu og tvö,ta
5368,.,pl
5369,Þær,fpvfn
5370,unnu,sfg3fþ
5371,upp,aa
5372,forskot,nheo
5373,heimakvenna,nvfe
5374,niður,aa
5375,í,af
5376, eitt,ta
5377,stig,nheo
5378,og,c
5379,komust,sfm3fþ
5380,strax,aa
5381,í,af
5382,upphafi,nheþ
5383,fjórða,lkeevf
5384,leikhluta,nkee
5385,yfir,aa
5386,í,af
5387,fyrsta,lheove
5388,skipti,nheo
5389,í,af
5390,leiknum,nkeþg
5391, fjörutíu og níu,ta
5392,,m
5393, fimmtíu og tvö,ta
5394,.,pl
5395,Lokatölur,nvfn
5396,urðu,sfg3fþ
5397, níutíu og sjö,ta
5398,,m
5399,hundrað og fjögur,ta
5400,eftir,af
5401,tvíframlengdan,lkeosf
5402,leik,nkeo
5403,.,pl
5404,Leikurinn,nkeng
5405,var,sfg3eþ
5406,sá,faken
5407,fyrsti,lkenve
5408,millum,nvfþ
5409,Keflavíkur,nvee-s
5410,og,c
5411,Hauka,nkfe-s
5412,í,af
5413,úrslitakeppninni,nveþg
5414,í,af
5415,kvennakörfunni,nveþg
5416,og,c
5417,er,sfg3en
5418,staðan,nveng
5419,því,aa
5420, eitt,ta
5421,,m
5422,núll,ta
5423,Keflavík,nveþ-s
5424,í,af
5425,vil,nheo
5426,en,c
5427,það,fahen
5428,lið,nhen
5429,sem,ct
5430,fyrr,aam
5431,vinnur,sfg3en
5432, þrjá,ta
5433,leiki,nkfo
5434,kemst,sfm3en
5435,áfram,aa
5436,í,af
5437,úrslit,nhfo
5438,Íslandsmótsins,nheegs
5439,.,pl
5440,Igor,n----s
5441,Beljanski,n----s
5442,þjálfari,nken
5443,Grindvíkinga,nkfe-s
5444,hefur,sfg3en
5445,skellt,sþghen
5446,nokkrum,fohfþ
5447,vel,aa
5448,völdum,lhfþsf
5449,orðum,nhfþ
5450,í,af
5451,andlit,nheo
5452,sinna,fekfe
5453,manna,nkfe
5454,sem,ct
5455,komu,sfg3fþ
5456,grimmir,lkfnsf
5457,inn,aa
5458,í,af
5459,lokasprett,nkeo
5460,leikhlutans,nkeeg
5461,og,c
5462,náðu,sfg3fþ
5463,að,af
5464,nýju,lheþsf
5465,að,cn
5466,vænka,sng
5467,stöðu,nveo
5468,sína,feveo
5469,í,af
5470, fjörutíu og níu,ta
5471,,m
5472, þrjátíu og átta,ta
5473,fyrir,af
5474,fjórða,lkeovf
5475,leikhluta,nkeo
5476,.,pl
5477,Meistararnir,nkfng
5478,ætluðu,sfg3fþ
5479,að,cn
5480,selja,sng
5481,sig,fpkfo
5482,dýrt,aa
5483,á,af
5484,heimavelli,nkeþ
5485,sínum,fekeþ
5486,og,c
5487,þeir,fpkfn
5488,fóru,sfg3fþ
5489,með,af
5490, sjö,ta
5491,stiga,nhfe
5492,forystu,nveo
5493,inn,aa
5494,í,af
5495,hálfleik,nkeo
5496,",",pk
5497, fjörutíu og eitt,ta
5498,,m
5499, þrjátíu og fjögur,ta
5500,.,pl
5501,Fyrsti,lkenve
5502,leikhlutinn,nkeng
5503,var,sfg3eþ
5504,nokkuð,fohen
5505,jafn,lkensf
5506,eða,c
5507, tuttugu og eitt,ta
5508,,m
5509, sautján,ta
5510,en,c
5511,í,af
5512,öðrum,lkeþsf
5513,leikhluta,nkeþ
5514,fóru,sfg3fþ
5515,Haukastúlkur,nvfn-s
5516,hamförum,nvfþ
5517,og,c
5518,hreinlega,aa
5519,völtuðu,sfg3fþ
5520,yfir,af
5521,Íslandsmeistarana,nkfogs
5522,.,pl
5523,Loka,lvfnof
5524,tölur,nvfn
5525,voru,sfg3fþ
5526, sextíu og eitt,ta
5527,,m
5528, fimmtíu og eitt,ta
5529,og,c
5530,Keflavík,nven-s
5531,sigraði,sfg3eþ
5532,einvígið,nheog
5533, þrjú,ta
5534,,m
5535,núll,ta
5536,.,pl
5537,Keflvíkingar,nkfn-s
5538,hafa,sfg3fn
5539,aftur,aa
5540,á,aa
5541,móti,aa
5542,tapað,sþghen
5543,niður,aa
5544, tvö,ta
5545,,m
5546,núll,ta
5547,forystu,nveþ
5548,sinni,feveþ
5549,gegn,af
5550,Haukum,nkfþ-s
5551,sem,ct
5552,freista,sfg3fn
5553,þess,fphee
5554,að,cn
5555,verða,sng
5556,annað,lhensf
5557,liðið,nheng
5558,í,af
5559,sögu,nveþ
5560,körfuboltans,nkeeg
5561,á,af
5562,Íslandi,nheþ-s
5563,til,af
5564,að,cn
5565,koma,sng
5566,til,af
5567,baka,nhfe
5568,og,c
5569,sigra,sng
5570, þrjá,ta
5571,leiki,nkfo
5572,í,af
5573,röð,nveþ
5574,í,af
5575,einvígi,nheþ
5576,eftir,af
5577,að,cn
5578,hafa,sng
5579,verið,sþghen
5580, núll tveir,ta
5581,undir,aa
5582,.,pl
5583, nítján <sil> sex,ta
5584,stoðsendingar,nvfn
5585,",",pk
5586,Ómar,nken-s
5587,Örn,nken-s
5588,Sævarsson,nken-s
5589, níu <sil> þrettán,ta
5590,fráköst,nhfn
5591,",",pk
5592,Ólafur,nken-s
5593,Ólafsson,nken-s
5594, sjö <sil> fjögur,ta
5595,fráköst,nhfo
5596,",",pk
5597,Jón,nken-s
5598,Axel,nken-s
5599,Guðmundsson,nken-s
5600, sjö,ta
5601,",",pk
5602,Þorleifur,nken-s
5603,Ólafsson,nken-s
5604, fjögur,ta
5605,",",pk
5606,Kjartan,nken-s
5607,Helgi,nken-s
5608,Steinþórsson,nken-s
5609, þrjú,ta
5610,",",pk
5611,Jens,nken-s
5612,Valgeir,nken-s
5613,Óskarsson,nken-s
5614,núll,ta
5615,",",pk
5616,Hinrik,nken-s
5617,Guðbjartsson,nken-s
5618,núll,ta
5619,",",pk
5620,Hilmir,nken-s
5621,Kristjánsson,nken-s
5622,núll,ta
5623,",",pk
5624,Daníel,nken-s
5625,Guðni,nken-s
5626,Guðmundsson,nken-s
5627,núll,ta
5628,.,pl
5629,Keflavík,nven-s
5630,:,pa
5631,Jaleesa,n----s
5632,Butler,n----s
5633, þrjátíu og fimm,ta
5634,skástrik,pa
5635, átján,ta
5636,fráköst,nhfn
5637,skástrik,pa
5638, fimm,ta
5639,varin,lhfnsf
5640,skot,nhfn
5641,",",pk
5642,Pálína,nven-s
5643,Gunnlaugsdóttir,nven-s
5644, tólf <sil> fimm,ta
5645,stolnir,lkfnsf
5646,",",pk
5647,Hrund,nven-s
5648,Jóhannsdóttir,nven-s
5649, fjögur,ta
5650,",",pk
5651,Helga,nven-s
5652,Hallgrímsdóttir,nven-s
5653, fjögur <sil> tólf,ta
5654,fráköst,nhfn
5655,",",pk
5656,Birna,nven-s
5657,Ingibjörg,nven-s
5658,Valgarðsdóttir,nven-s
5659, fjögur <sil> fimm,ta
5660,fráköst,nhfo
5661,",",pk
5662,Sara,nven-s
5663,Rún,nven-s
5664,Hinriksdóttir,nven-s
5665, fjögur <sil> sjö,ta
5666,fráköst,nhfn
5667,",",pk
5668,Lovísa,nven-s
5669,Falsdóttir,nven-s
5670, þrjú <sil> fjögur,ta
5671,fráköst,nhfo
5672,",",pk
5673,Shanika,n----s
5674,Chantel,n----s
5675,Butler,n----s
5676, tvö <sil> sjö,ta
5677,fráköst,nhfo
5678,skástrik,pa
5679, fimm,ta
5680,stoðsendingar,nvfo
5681,.,pl
5682,Bikarinn,nkeng
5683,fór,sfg3eþ
5684,á,af
5685,loft,nheo
5686,eftir,af
5687, fimm,ta
5688,,m
5689, fjóra,ta
5690,sigur,nkeo
5691,í,af
5692,vítakeppni,nveþ
5693,eftir,af
5694,markalaust,lheosf
5695,jafntefli,nheo
5696,í,af
5697,aukaleik,nkeþ
5698,um,af
5699,bikarinn,nkeog
5700,.,pl
5701,Jónas,nken-s
5702,var,sfg3eþ
5703,formaður,nken
5704,Framsóknarflokksins,nkeegs
5705,á,af
5706,árunum,nhfþg
5707, nítján hundruð þrjátíu og fjögur,ta
5708,,m
5709, nítján hundruð fjörutíu og fjögur,ta
5710,.,pl
5711,Tölfræðin,nveng
5712,:,pa
5713, sjötíu og sex,ta
5714,,m
5715, áttatíu og fjögur,ta
5716,(,pa
5717, tuttugu,ta
5718,,m
5719, átján,ta
5720,",",pk
5721, tuttugu og eitt,ta
5722,,m
5723, tuttugu og tvö,ta
5724,",",pk
5725, nítján,ta
5726,,m
5727, átján,ta
5728,",",pk
5729, sextán,ta
5730,,m
5731, tuttugu og sex,ta
5732,),pa
5733,Njarðvík,nveþ-s
5734,:,pa
5735,Marcus,n----s
5736,Van,n----s
5737, tuttugu og eitt,ta
5738,skástrik,pa
5739, sextán,ta
5740,fráköst,nhfn
5741,skástrik,pa
5742, fjögur,ta
5743,varin,lhfnsf
5744,skot,nhfn
5745,",",pk
5746,Elvar,nken-s
5747,Már,nken-s
5748,Friðriksson,nken-s
5749, fjórtán <sil> sex,ta
5750,stoðsendingar,nvfn
5751,",",pk
5752,Maciej,n----s
5753,Stanislav,n----s
5754,Baginski,n----s
5755, þrettán,ta
5756,",",pk
5757,Ágúst,nken-s
5758,Orrason,nken-s
5759, átta,ta
5760,",",pk
5761,Hjörtur,nken-s
5762,Hrafn,nken-s
5763,Einarsson,nken-s
5764, sjö <sil> sex,ta
5765,fráköst,nhfo
5766,",",pk
5767,Kristján,nken-s
5768,Rúnar,nken-s
5769,Sigurðsson,nken-s
5770, sex,ta
5771,",",pk
5772,Ólafur,nken-s
5773,Helgi,nken-s
5774,Jónsson,nken-s
5775, fimm,ta
5776,",",pk
5777,Oddur,nken-s
5778,Birnir,nken-s
5779,Pétursson,nken-s
5780, tvö <sil> fjögur,ta
5781,fráköst,nhfo
5782,.,pl
5783,Grindavík-Keflavík,nven-s
5784, sextíu,ta
5785,,m
5786, áttatíu og sjö,ta
5787,(,pa
5788, sextán,ta
5789,,m
5790, sextán,ta
5791,",",pk
5792, átta,ta
5793,,m
5794, tuttugu og átta,ta
5795,",",pk
5796, tólf,ta
5797,,m
5798, tuttugu og níu,ta
5799,",",pk
5800, tuttugu og fjögur,ta
5801,,m
5802, fjórtán,ta
5803,),pa
5804,Lokatölur,nvfn
5805,urðu,sfg3fþ
5806, áttatíu og eitt,ta
5807,,m
5808, sjötíu og tvö,ta
5809,.,pl
5810,Lokatölur,nvfn
5811,urðu,sfg3fþ
5812, níutíu og fjögur,ta
5813,,m
5814, sjötíu og sjö,ta
5815,og,c
5816,voru,sfg3fþ
5817,gestirnir,nkfng
5818,hamraðir,sþgkfn
5819,heim,aa
5820,.,pl
5821,Staðan,nveng
5822,að,af
5823,loknum,lkeþsf
5824,fyrsta,lkeþve
5825,leikhluta,nkeþ
5826,var,sfg3eþ
5827, tuttugu og eitt,ta
5828,,m
5829, tólf,ta
5830,fyrir,af
5831,Keflavík,nveo-s
5832,og,c
5833,vörn,nven
5834,heimamanna,nkfe
5835,var,sfg3eþ
5836,þétt,lvensf
5837,og,c
5838,grimm,lvensf
5839,.,pl
5840,Jafnt,lhensf
5841,var,sfg3eþ
5842,að,af
5843,loknum,lkeþsf
5844,venjulegum,lkeþsf
5845,leiktíma,nkeþ
5846,núll,ta
5847,,m
5848,núll,ta
5849,",",pk
5850,þrátt,aa
5851,fyrir,af
5852,að,c
5853,Njarðvíkurstrákarnir,nkfngs
5854,hafi,svg3fn
5855,átt,sþghen
5856,betri,lhfovm
5857,og,c
5858,hættulegri,lhfovm
5859,færi,nhfo
5860,.,pl
5861,Lokatölur,nvfn
5862, þrjú,ta
5863,,m
5864, tvö,ta
5865,á,af
5866,heimavelli,nkeþ
5867,en,c
5868, tvö,ta
5869,frábær,lhfnsf
5870,skallamörk,nhfn
5871,frá,af
5872,Einari,nkeþ-s
5873,Orra,nkeþ-s
5874,Einarssyni,nkeþ-s
5875,tryggðu,sfg3fþ
5876,Keflvíkingum,nkfþ-s
5877,stigin,nhfog
5878, þrjú,ta
5879,í,af
5880,kvöld,nheo
5881,.,pl
5882,Staðan,nveng
5883, tuttugu,ta
5884,,m
5885, tuttugu og fimm,ta
5886,eftir,af
5887,fyrsta,lkeove
5888,leikhluta,nkeo
5889,.,pl
5890, níutíu og fjögur,ta
5891,,m
5892, sjötíu og fjögur,ta
5893,fyrir,af
5894,K R,n----s
5895,þegar,c
5896, fjórar,ta
5897,mínútur,nvfn
5898,eru,sfg3fn
5899,eftir,aa
5900,",",pk
5901,það,fphen
5902,þarf,sfg3en
5903,kraftaverk,nheo
5904,til,af
5905,að,c
5906,Keflvíkingar,nkfn-s
5907,komist,svm3fn
5908,inn,aa
5909,í,af
5910,leikinn,nkeog
5911,Grindavík-Stjarnan,nven-s
5912, níutíu,ta
5913,,m
5914, áttatíu og sex,ta
5915,(,pa
5916, tuttugu og fimm,ta
5917,,m
5918, tuttugu og sex,ta
5919,",",pk
5920, tuttugu og þrjú,ta
5921,,m
5922, fimmtán,ta
5923,",",pk
5924, fjórtán,ta
5925,,m
5926, tuttugu og tvö,ta
5927,",",pk
5928, tuttugu og átta,ta
5929,,m
5930, tuttugu og þrjú,ta
5931,),pa
5932,Stigaskor,nhen
5933,Grindavíkur,nvee-s
5934,:,pa
5935,Aaron,n----s
5936,Broussard,n----s
5937, tuttugu og fjögur <sil> sjö,ta
5938,fráköst,nhfn
5939,",",pk
5940,Þorleifur,nken-s
5941,Ólafsson,nken-s
5942, nítján <sil> fimm,ta
5943,fráköst,nhfn
5944,",",pk
5945,Sigurður,nken-s
5946,Gunnar,nken-s
5947,Þorsteinsson,nken-s
5948, sextán <sil> sex,ta
5949,fráköst,nhfo
5950,",",pk
5951,Samuel,n----s
5952,Zeglinski,n----s
5953, fjórtán <sil> fimm,ta
5954,fráköst,nhfo
5955,skástrik,pa
5956, átta,ta
5957,stoðsendingar,nvfo
5958,",",pk
5959,Jóhann,nken-s
5960,Árni,nken-s
5961,Ólafsson,nken-s
5962, ellefu,ta
5963,",",pk
5964,Ómar,nken-s
5965,Örn,nken-s
5966,Sævarsson,nken-s
5967, fimm <sil> tólf,ta
5968,fráköst,nhfo
5969,",",pk
5970,Davíð,nken-s
5971,Ingi,nken-s
5972,Bustion,n----s
5973, eitt,ta
5974,.,pl
5975, þriðji,lkenvf
5976,þáttur,nken
5977,-,m
5978, tuttugasta og fyrsta,ta
5979,september,nkeo
5980, tvö þúsund og tólf,ta
5981,skástrik,pa
5982,Garðabær,nken-s
5983, níutíu og eitt,ta
5984,,m
5985, sextíu og tvö,ta
5986,Norðurþing,nhen-s
5987,Mósebók,nven-s
5988, tólf þrettán,ta
5989,),pa
5990,Síle,nhen-s
5991, þrjú,ta
5992,,m
5993, eitt,ta
5994,Mexíkó,nhen-s
5995,Keflvíkingar,nkfn-s
5996,fögnuðu,sfg3fþ
5997,sínum,fekeþ
5998,fimmta,lkeþvf
5999,sigri,nkeþ
6000,í,af
6001,röð,nveþ
6002,í,af
6003,Dominos-deild,nveþ-s
6004,karla,nkfe
6005,í,af
6006,körfubolta,nkeþ
6007,í,af
6008,kvöld,nheo
6009,",",pk
6010,þegar,c
6011,þeir,fpkfn
6012,lögðu,sfg3fþ
6013,Þór,nkeo-s
6014,Þorlákshöfn,nveo-s
6015,",",pk
6016, níutíu og sjö,ta
6017,,m
6018, áttatíu og átta,ta
6019,á,af
6020,heimavelli,nkeþ
6021,sínum,fekeþ
6022,.,pl
6023,Hann,fpken
6024,átti,sfg3eþ
6025,gott,lheosf
6026,skot,nheo
6027,að,af
6028,marki,nheþ
6029,inn,aa
6030,í,af
6031,teig,nkeo
6032,en,c
6033,Hörður,nken-s
6034,Sveinsson,nken-s
6035,hirti,sfg3eþ
6036,frákast,nheo
6037,markvarðarins,nkeeg
6038,og,c
6039,skoraði,sfg3eþ
6040, þrjú,ta
6041,,m
6042, tvö,ta
6043,.,pl
6044,Keflvíkingar,nkfn-s
6045,komust,sfm3fþ
6046,í,af
6047, fimm,ta
6048,,m
6049, níu,ta
6050,en,c
6051,þá,aa
6052,kom,sfg3eþ
6053,Kristján,nken-s
6054,Rúnar,nken-s
6055,Sigurðsson,nken-s
6056,inn,aa
6057,á,aa
6058,í,af
6059,Njarðvíkurliðinu,nheþgs
6060,og,c
6061,minnti,sfg3eþ
6062,rækilega,aa
6063,á,af
6064,afhverju,aa
6065,hann,fpken
6066,er,sfg3en
6067,kallaður,sþgken
6068,",",pk
6069,",",pk
6070,Byss,n-en-s
6071,.,pl
6072,“,pg
6073,Keflvíkingar,nkfn-s
6074,unnu,sfg3fþ
6075,með,af
6076, fimmtíu og eins,ta
6077,stigs,nhee
6078,mun,nkeþ
6079,",",pk
6080,hundrað og sjö,ta
6081,,m
6082, fimmtíu og sex,ta
6083,þar,aa
6084,sem,c
6085, ellefu,ta
6086,Keflvíkingar,nkfn-s
6087,komust,sfm3fþ
6088,á,af
6089,blað,nheo
6090,.,pl
6091,Grindavík-Þór,nven-s
6092,Þ,ks
6093, níutíu og þrjú,ta
6094,,pa
6095, áttatíu og fjórum,ta
6096,Grindavík,nveþ-s
6097,:,pa
6098,Sigurður,nken-s
6099,Gunnar,nken-s
6100,Þorsteinsson,nken-s
6101, tuttugu og sex <sil> ellefu,ta
6102,fráköst,nhfo
6103,",",pk
6104,Earnest,n----s
6105,Lewis,n----s
6106,Clinch,n----s
6107,yngri,lkenvm
6108,.,pl
6109,Snemma,aa
6110,í,af
6111,þriðja,lkeþvf
6112,leikhluta,nkeþ
6113,náði,sfg3eþ
6114,Í R,nhen-s
6115,sínu,feheþ
6116,mesta,lheþve
6117,forskoti,nheþ
6118,í,af
6119,leiknum,nkeþg
6120,þegar,c
6121,Sveinbjörn,nken-s
6122,Claessen,nken-s
6123,setti,sfg3eþ
6124,niður,aa
6125,þrist,nkeo
6126,og,c
6127,staðan,nveng
6128,orðin,sþgven
6129, sextíu,ta
6130,,m
6131, þrjátíu og sjö,ta
